Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Food_and_drink,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Cleanliness,Online_boarding,Satisfaction
Female,Loyal Customer,48,Personal,Business,4547,1,1,3,5,3,2,2,4,4,1,0,3,Neutral or Dissatisfied
Male,Loyal Customer,67,Business,Economy Plus,3228,3,2,4,2,1,2,3,3,4,5,1,4,Neutral or Dissatisfied
Female,Loyal Customer,21,Personal,Economy,2477,0,3,1,5,3,1,4,1,0,4,5,0,Neutral or Dissatisfied
Male,Loyal Customer,47,Business,Economy,1955,0,2,2,0,3,3,5,4,5,4,0,1,Neutral or Dissatisfied
Female,Disloyal Customer,41,Business,Economy Plus,4271,3,4,5,2,5,0,0,4,3,4,1,0,Neutral or Dissatisfied
Male,Loyal Customer,40,Business,Economy Plus,2053,0,4,4,0,4,1,5,4,2,3,0,4,Neutral or Dissatisfied
Male,Loyal Customer,58,Business,Economy,4875,4,5,5,0,4,0,2,0,1,2,0,1,Neutral or Dissatisfied
Male,Loyal Customer,30,Business,Economy,3928,5,0,3,3,3,1,2,3,3,1,5,0,Satisfied
Male,Loyal Customer,24,Business,Business,1608,1,5,1,3,4,1,1,4,5,4,3,5,Neutral or Dissatisfied
Female,Disloyal Customer,38,Business,Economy,1326,5,1,4,0,4,4,1,3,5,0,5,3,Neutral or Dissatisfied
Male,Disloyal Customer,55,Personal,Economy,2501,3,4,5,3,2,1,4,3,2,5,5,4,Satisfied
Female,Disloyal Customer,24,Personal,Economy,1669,1,2,4,3,2,5,0,5,2,4,4,2,Neutral or Dissatisfied
Female,Loyal Customer,63,Personal,Economy Plus,619,5,2,3,1,4,5,3,5,5,0,2,0,Neutral or Dissatisfied
Female,Disloyal Customer,30,Personal,Economy Plus,641,2,5,5,4,5,2,2,5,1,0,3,4,Satisfied
Female,Loyal Customer,60,Business,Economy Plus,1398,2,0,0,5,4,0,4,0,0,0,4,4,Satisfied
Female,Disloyal Customer,66,Personal,Business,4017,1,5,3,5,0,4,0,3,1,5,2,2,Satisfied
Female,Loyal Customer,44,Business,Economy Plus,1589,0,3,3,3,0,4,2,4,3,2,3,5,Satisfied
Female,Disloyal Customer,25,Personal,Economy Plus,1958,2,3,2,1,4,2,3,2,0,5,5,2,Satisfied
Male,Disloyal Customer,57,Personal,Economy Plus,1017,1,1,4,2,4,5,2,4,1,5,2,2,Neutral or Dissatisfied
Female,Loyal Customer,26,Business,Economy,2660,1,3,5,1,5,0,5,0,1,4,2,2,Satisfied
Female,Disloyal Customer,26,Personal,Business,2972,2,5,2,4,3,1,3,1,2,4,1,1,Satisfied
Female,Loyal Customer,41,Business,Economy Plus,4009,5,4,5,3,3,5,2,0,0,4,5,4,Satisfied
Male,Disloyal Customer,24,Business,Economy,3074,2,2,5,3,4,5,5,2,5,0,3,1,Neutral or Dissatisfied
Female,Loyal Customer,60,Business,Economy Plus,2097,0,2,2,4,2,1,0,0,3,5,1,2,Neutral or Dissatisfied
Female,Loyal Customer,37,Personal,Economy Plus,4226,2,5,1,1,1,4,3,0,5,0,2,1,Satisfied
Female,Disloyal Customer,40,Personal,Economy Plus,1199,3,4,1,3,1,0,1,3,1,5,3,3,Neutral or Dissatisfied
Female,Loyal Customer,25,Personal,Business,478,2,5,1,1,3,2,4,0,0,5,0,0,Satisfied
Male,Loyal Customer,60,Business,Business,2082,4,1,1,0,0,1,1,1,5,2,3,4,Satisfied
Female,Loyal Customer,26,Business,Business,1223,4,0,3,1,4,2,5,0,0,3,0,2,Satisfied
Male,Disloyal Customer,34,Personal,Business,4253,2,5,2,0,1,4,1,2,1,0,5,0,Neutral or Dissatisfied
Female,Disloyal Customer,27,Personal,Business,888,4,1,3,0,0,4,3,0,2,2,5,3,Satisfied
Male,Loyal Customer,59,Personal,Economy,1115,0,2,0,3,2,2,4,0,4,5,5,2,Satisfied
Female,Disloyal Customer,61,Personal,Business,2936,2,0,2,2,5,0,3,4,4,0,5,3,Neutral or Dissatisfied
Female,Loyal Customer,18,Business,Economy,3287,4,2,5,5,5,1,2,4,4,1,1,0,Neutral or Dissatisfied
Female,Disloyal Customer,19,Business,Economy,1683,0,0,0,3,4,0,0,0,4,4,3,1,Satisfied
Female,Disloyal Customer,58,Business,Business,3852,1,3,3,1,2,3,5,5,5,0,1,1,Neutral or Dissatisfied
Female,Disloyal Customer,23,Personal,Economy,2668,0,0,0,1,0,0,0,2,3,4,1,4,Satisfied
Male,Disloyal Customer,46,Business,Economy Plus,926,2,0,0,1,2,2,2,4,3,2,3,5,Neutral or Dissatisfied
Male,Loyal Customer,40,Business,Business,595,2,0,3,2,2,1,5,5,2,4,4,0,Neutral or Dissatisfied
Male,Loyal Customer,66,Personal,Business,190,3,5,1,0,1,1,3,3,2,0,2,0,Satisfied
Male,Loyal Customer,63,Business,Economy,3462,1,0,5,2,0,5,1,5,1,4,1,3,Satisfied
Male,Disloyal Customer,52,Business,Economy,3239,3,3,2,4,1,1,0,3,2,0,1,5,Satisfied
Male,Loyal Customer,49,Business,Business,1812,3,4,0,4,5,5,3,0,1,4,1,4,Neutral or Dissatisfied
Female,Loyal Customer,54,Personal,Economy,2153,5,4,4,4,4,4,4,5,0,1,2,1,Satisfied
Male,Disloyal Customer,52,Personal,Economy Plus,980,3,2,5,0,0,3,5,2,0,2,0,5,Satisfied
Female,Disloyal Customer,18,Personal,Business,256,3,3,4,0,2,0,5,2,4,0,4,5,Neutral or Dissatisfied
Male,Loyal Customer,24,Business,Economy,2104,3,3,4,4,2,2,2,2,0,3,5,5,Neutral or Dissatisfied
Female,Loyal Customer,19,Personal,Business,1753,4,5,5,1,0,1,2,4,1,4,4,4,Satisfied
Female,Loyal Customer,38,Personal,Economy Plus,4555,1,1,1,1,0,0,2,2,1,4,5,5,Neutral or Dissatisfied
Male,Loyal Customer,55,Personal,Economy,4077,1,4,1,5,5,2,0,3,2,2,0,0,Satisfied
Female,Disloyal Customer,52,Business,Economy Plus,2248,0,3,5,2,0,4,1,5,0,5,4,0,Satisfied
Female,Loyal Customer,29,Business,Economy Plus,2969,1,0,3,2,1,2,2,1,4,2,4,1,Neutral or Dissatisfied
Female,Loyal Customer,43,Personal,Business,2961,4,2,0,2,1,2,0,2,3,4,1,5,Satisfied
Female,Loyal Customer,67,Business,Economy,427,5,4,4,4,5,4,1,2,0,4,4,4,Satisfied
Female,Loyal Customer,36,Business,Economy Plus,2292,3,5,5,1,2,1,4,1,3,4,3,3,Neutral or Dissatisfied
Male,Loyal Customer,69,Personal,Economy Plus,2156,3,2,5,5,5,5,1,5,1,1,2,2,Neutral or Dissatisfied
Male,Disloyal Customer,55,Business,Business,2034,3,1,5,2,2,0,1,0,2,4,0,2,Satisfied
Female,Loyal Customer,26,Personal,Business,4953,4,1,5,3,5,1,1,2,1,0,1,0,Neutral or Dissatisfied
Female,Disloyal Customer,62,Personal,Business,2054,1,5,0,1,4,1,2,0,4,3,3,4,Satisfied
Female,Loyal Customer,23,Business,Economy,2706,4,0,3,0,4,2,5,0,0,2,2,4,Satisfied
Male,Disloyal Customer,18,Business,Business,3858,3,0,2,3,5,1,1,1,2,3,3,4,Satisfied
Female,Disloyal Customer,50,Personal,Economy Plus,2446,4,4,4,0,3,1,1,5,2,0,2,4,Satisfied
Male,Disloyal Customer,42,Business,Economy Plus,2180,1,5,1,3,5,1,3,0,3,4,2,5,Satisfied
Female,Disloyal Customer,36,Personal,Business,3302,2,5,2,5,0,5,1,3,1,3,4,2,Neutral or Dissatisfied
Female,Loyal Customer,58,Business,Economy Plus,1197,3,5,5,4,0,1,2,2,2,5,4,5,Neutral or Dissatisfied
Male,Loyal Customer,64,Personal,Economy Plus,3850,1,0,2,0,3,0,1,5,3,0,0,4,Neutral or Dissatisfied
Male,Disloyal Customer,61,Business,Business,4437,1,1,2,0,1,2,0,1,0,4,3,1,Satisfied
Male,Loyal Customer,39,Personal,Economy Plus,2115,1,2,3,1,1,1,0,3,2,2,3,1,Satisfied
Male,Disloyal Customer,23,Personal,Economy Plus,615,5,0,3,1,3,4,1,3,2,3,1,3,Satisfied
Female,Loyal Customer,68,Business,Economy,4055,3,4,5,4,1,3,3,3,3,3,0,0,Neutral or Dissatisfied
Female,Disloyal Customer,60,Personal,Business,1061,3,4,0,2,2,5,4,5,5,3,0,2,Neutral or Dissatisfied
Female,Disloyal Customer,69,Personal,Business,4479,4,0,2,5,2,4,2,5,4,2,2,4,Neutral or Dissatisfied
Male,Disloyal Customer,62,Personal,Economy,2453,4,1,3,5,4,5,4,5,5,1,2,0,Satisfied
Male,Loyal Customer,67,Business,Economy,3812,0,5,5,3,1,4,4,4,4,2,2,4,Satisfied
Female,Disloyal Customer,31,Business,Economy Plus,1355,3,4,3,5,3,4,4,5,0,5,0,0,Satisfied
Male,Loyal Customer,18,Personal,Economy Plus,3605,4,4,2,5,2,3,1,1,1,1,2,0,Neutral or Dissatisfied
Male,Disloyal Customer,59,Business,Business,2791,0,4,0,3,5,5,1,1,0,3,0,1,Neutral or Dissatisfied
Male,Disloyal Customer,41,Personal,Economy,4103,5,3,2,0,2,0,2,4,5,5,4,2,Satisfied
Male,Disloyal Customer,63,Business,Economy,3160,4,4,0,1,4,3,0,0,3,0,4,3,Satisfied
Male,Loyal Customer,54,Personal,Business,3798,5,4,5,1,3,3,1,2,5,3,1,0,Neutral or Dissatisfied
Female,Disloyal Customer,34,Personal,Economy Plus,2256,0,0,1,0,3,1,3,0,1,2,2,4,Neutral or Dissatisfied
Female,Loyal Customer,19,Personal,Economy Plus,1064,1,2,2,2,1,4,1,3,4,5,4,5,Neutral or Dissatisfied
Male,Loyal Customer,66,Personal,Business,1002,4,0,2,3,4,5,2,4,5,4,3,0,Neutral or Dissatisfied
Female,Disloyal Customer,66,Personal,Business,1877,4,5,3,3,3,0,1,4,1,5,0,4,Satisfied
Male,Loyal Customer,53,Business,Business,1101,5,5,5,2,1,1,1,2,2,4,1,5,Neutral or Dissatisfied
Male,Disloyal Customer,35,Business,Economy Plus,2757,3,0,5,2,3,0,5,2,1,3,1,0,Neutral or Dissatisfied
Female,Disloyal Customer,28,Personal,Economy Plus,1589,4,3,2,2,1,1,5,4,1,0,3,5,Satisfied
Female,Disloyal Customer,55,Business,Economy,2902,5,0,1,2,1,0,5,1,0,5,2,2,Satisfied
Female,Disloyal Customer,69,Business,Economy,3780,4,1,4,3,1,2,0,5,4,2,1,5,Neutral or Dissatisfied
Female,Disloyal Customer,62,Personal,Economy Plus,3840,4,3,5,3,0,1,3,3,4,5,0,5,Neutral or Dissatisfied
Male,Disloyal Customer,63,Business,Economy,2872,2,4,2,1,4,3,5,2,0,5,4,1,Satisfied
Female,Disloyal Customer,36,Personal,Business,3532,0,4,3,4,1,0,1,2,1,4,5,2,Satisfied
Female,Loyal Customer,47,Business,Business,2891,5,2,4,0,5,2,5,4,5,1,5,2,Satisfied
Female,Loyal Customer,60,Business,Economy Plus,3082,5,2,0,1,1,0,0,2,0,4,3,0,Satisfied
Female,Loyal Customer,20,Personal,Business,2327,4,2,5,5,2,5,4,5,2,1,4,1,Satisfied
Male,Loyal Customer,21,Business,Economy Plus,2911,4,2,0,3,2,2,0,1,0,3,3,5,Neutral or Dissatisfied
Male,Loyal Customer,45,Business,Economy,717,0,0,0,2,4,1,2,0,2,5,0,4,Satisfied
Female,Disloyal Customer,26,Personal,Economy Plus,4053,1,0,4,4,1,0,1,5,0,5,0,3,Neutral or Dissatisfied
Female,Disloyal Customer,66,Personal,Economy,2312,2,0,4,5,1,2,1,4,3,1,4,0,Neutral or Dissatisfied
Male,Disloyal Customer,45,Business,Economy Plus,510,1,2,2,1,3,3,4,1,3,0,2,4,Satisfied
Male,Loyal Customer,29,Business,Economy,2173,5,0,2,2,0,3,3,5,2,1,4,3,Neutral or Dissatisfied
Female,Disloyal Customer,69,Personal,Economy,4421,1,0,2,0,5,1,4,0,3,4,3,4,Satisfied
Male,Loyal Customer,63,Business,Business,4741,1,0,1,2,2,4,1,2,2,1,2,4,Neutral or Dissatisfied
Male,Loyal Customer,63,Business,Business,3193,2,2,4,2,1,3,1,0,3,3,2,1,Neutral or Dissatisfied
Male,Loyal Customer,44,Personal,Business,2777,4,3,5,5,4,5,4,3,2,0,2,0,Satisfied
Female,Loyal Customer,25,Personal,Economy,4476,0,4,4,1,5,3,2,5,4,3,5,0,Satisfied
Female,Disloyal Customer,67,Personal,Economy Plus,1190,3,5,1,5,5,3,2,5,5,1,0,3,Neutral or Dissatisfied
Male,Disloyal Customer,36,Personal,Economy Plus,1504,1,0,1,2,4,4,4,0,5,1,5,2,Neutral or Dissatisfied
Male,Disloyal Customer,63,Business,Economy Plus,3603,2,1,4,0,5,2,3,4,2,5,1,2,Satisfied
Female,Disloyal Customer,41,Business,Economy,4839,5,0,5,5,0,4,5,5,1,3,1,5,Satisfied
Male,Loyal Customer,26,Personal,Economy,3042,2,0,4,0,2,1,0,4,3,4,5,5,Neutral or Dissatisfied
Male,Disloyal Customer,68,Business,Economy Plus,1201,1,4,1,5,4,4,4,2,3,5,4,3,Neutral or Dissatisfied
Male,Disloyal Customer,47,Business,Economy Plus,4729,4,4,4,3,0,5,5,1,5,3,2,5,Neutral or Dissatisfied
Female,Loyal Customer,27,Personal,Economy,4707,5,2,3,5,4,3,1,5,3,0,2,4,Satisfied
Female,Disloyal Customer,27,Personal,Business,1824,0,4,4,2,0,0,0,3,0,5,2,1,Neutral or Dissatisfied
Male,Loyal Customer,64,Personal,Business,4081,1,5,4,4,0,3,2,5,5,2,4,0,Satisfied
Female,Loyal Customer,36,Personal,Business,1141,5,0,4,3,5,1,2,4,4,1,4,2,Satisfied
Male,Loyal Customer,30,Business,Economy,2426,3,0,4,2,3,1,1,4,3,5,3,0,Satisfied
Female,Loyal Customer,62,Personal,Economy Plus,2236,5,4,3,3,2,3,4,4,4,4,2,3,Neutral or Dissatisfied
Female,Disloyal Customer,63,Personal,Economy Plus,1992,1,3,2,0,4,0,0,5,0,0,4,1,Neutral or Dissatisfied
Female,Disloyal Customer,44,Business,Economy Plus,3545,5,2,1,3,0,5,5,4,3,3,2,4,Neutral or Dissatisfied
Female,Loyal Customer,40,Personal,Economy Plus,3276,1,3,3,2,1,3,0,5,1,2,3,3,Satisfied
Male,Loyal Customer,24,Business,Economy,564,1,5,2,5,2,3,4,4,3,1,5,5,Satisfied
Female,Disloyal Customer,50,Personal,Economy Plus,1602,0,0,5,5,2,5,5,5,1,0,0,0,Satisfied
Male,Loyal Customer,66,Business,Economy Plus,931,3,4,0,2,1,5,2,2,2,4,0,0,Satisfied
Female,Loyal Customer,19,Business,Economy,3745,5,5,0,1,5,1,5,4,4,5,5,1,Satisfied
Male,Loyal Customer,37,Business,Economy,4142,0,4,0,1,0,3,0,1,1,3,3,2,Neutral or Dissatisfied
Male,Disloyal Customer,66,Personal,Economy,4723,1,0,1,1,0,0,2,1,0,3,3,1,Neutral or Dissatisfied
Female,Loyal Customer,22,Personal,Economy Plus,514,2,0,3,3,3,2,2,5,1,3,2,5,Neutral or Dissatisfied
Female,Disloyal Customer,60,Personal,Economy Plus,4904,2,1,2,0,1,4,4,2,0,0,0,0,Satisfied
Male,Disloyal Customer,69,Business,Economy,2781,1,0,1,0,4,2,0,1,3,1,4,3,Neutral or Dissatisfied
Female,Disloyal Customer,55,Business,Business,1486,3,1,2,4,5,3,1,3,4,5,3,4,Neutral or Dissatisfied
Male,Disloyal Customer,57,Personal,Business,1122,3,3,5,4,5,5,5,2,3,4,5,4,Neutral or Dissatisfied
Female,Loyal Customer,56,Personal,Business,2557,0,1,2,2,3,1,2,2,1,4,3,4,Neutral or Dissatisfied
Female,Loyal Customer,31,Personal,Economy,1517,0,2,0,4,5,5,4,1,3,4,3,2,Satisfied
Male,Loyal Customer,59,Business,Economy,4244,2,3,1,0,0,2,2,3,4,3,1,4,Neutral or Dissatisfied
Male,Disloyal Customer,48,Personal,Business,1001,5,0,3,4,5,4,3,3,1,1,3,5,Satisfied
Female,Loyal Customer,32,Business,Economy,3122,0,4,1,3,2,4,0,4,1,1,5,0,Neutral or Dissatisfied
Male,Disloyal Customer,50,Personal,Business,2735,4,1,0,2,1,4,2,2,2,1,3,5,Neutral or Dissatisfied
Male,Loyal Customer,54,Personal,Business,951,4,5,1,5,5,1,0,2,1,4,1,0,Satisfied
Female,Disloyal Customer,63,Personal,Business,3184,1,3,1,0,4,1,0,4,4,4,2,0,Neutral or Dissatisfied
Male,Disloyal Customer,69,Business,Economy,1760,5,3,1,2,0,4,4,0,3,5,3,3,Satisfied
Male,Loyal Customer,19,Business,Economy,4282,0,5,2,5,2,4,1,3,2,2,3,2,Neutral or Dissatisfied
Male,Loyal Customer,23,Personal,Business,3195,3,1,4,5,5,3,1,1,4,0,4,3,Satisfied
Male,Loyal Customer,28,Personal,Economy Plus,3025,5,0,3,3,1,2,4,4,2,4,2,2,Satisfied
Female,Disloyal Customer,46,Personal,Economy,4115,0,5,0,0,1,2,1,3,5,5,4,3,Satisfied
Male,Loyal Customer,60,Business,Economy Plus,4278,5,5,0,0,0,3,3,1,4,1,1,4,Satisfied
Female,Disloyal Customer,64,Business,Business,691,4,0,4,3,2,0,2,4,4,5,3,0,Neutral or Dissatisfied
Male,Disloyal Customer,65,Personal,Economy Plus,4576,3,0,5,0,2,1,5,3,3,2,4,0,Neutral or Dissatisfied
Female,Loyal Customer,42,Business,Economy,2227,4,0,0,4,0,2,0,5,5,5,4,5,Satisfied
Female,Disloyal Customer,64,Personal,Economy,1188,0,5,0,5,5,4,0,5,0,4,5,2,Satisfied
Male,Disloyal Customer,61,Personal,Business,1757,2,0,5,3,3,3,3,3,5,4,2,3,Satisfied
Female,Disloyal Customer,62,Business,Economy Plus,4621,2,3,0,2,1,4,3,2,3,4,1,2,Satisfied
Male,Loyal Customer,49,Personal,Economy,3168,1,1,4,5,1,0,2,5,5,4,0,5,Neutral or Dissatisfied
Male,Loyal Customer,58,Personal,Business,4655,4,1,3,3,4,3,4,4,4,0,5,2,Satisfied
Female,Loyal Customer,52,Business,Business,3767,5,0,1,5,4,4,1,2,0,1,0,4,Satisfied
Female,Loyal Customer,52,Personal,Economy Plus,3792,5,1,0,2,1,3,4,5,2,3,4,3,Neutral or Dissatisfied
Female,Loyal Customer,65,Business,Economy Plus,4178,5,1,0,2,1,5,4,2,5,5,2,0,Satisfied
Male,Disloyal Customer,62,Personal,Business,2996,0,3,4,3,5,3,2,1,5,1,2,2,Neutral or Dissatisfied
Female,Disloyal Customer,42,Personal,Economy,1477,3,3,4,3,3,3,2,2,2,1,3,0,Neutral or Dissatisfied
Male,Disloyal Customer,39,Business,Economy,3459,0,2,0,3,5,1,2,0,0,5,0,4,Neutral or Dissatisfied
Male,Loyal Customer,25,Business,Economy Plus,993,0,5,0,5,2,5,3,2,3,5,3,0,Satisfied
Female,Disloyal Customer,68,Business,Economy Plus,2871,5,5,5,5,4,3,2,4,5,0,1,3,Neutral or Dissatisfied
Female,Disloyal Customer,51,Business,Economy Plus,1204,4,4,1,5,3,0,0,5,5,5,2,2,Neutral or Dissatisfied
Male,Loyal Customer,54,Business,Business,2834,4,1,3,5,2,1,3,2,5,3,4,3,Neutral or Dissatisfied
Female,Disloyal Customer,47,Business,Business,1214,5,5,4,4,1,0,5,5,4,3,0,5,Neutral or Dissatisfied
Female,Loyal Customer,22,Personal,Business,1141,4,2,3,2,1,0,0,3,4,2,5,0,Satisfied
Female,Loyal Customer,34,Personal,Business,1853,0,1,2,2,0,1,4,1,1,0,2,2,Neutral or Dissatisfied
Male,Loyal Customer,37,Personal,Economy Plus,4848,2,0,3,3,3,3,0,0,3,4,1,0,Satisfied
Male,Loyal Customer,54,Business,Economy Plus,2809,0,1,4,2,3,0,4,5,3,3,5,4,Neutral or Dissatisfied
Male,Loyal Customer,34,Personal,Economy,2372,4,5,0,3,3,3,1,5,1,0,0,4,Satisfied
Female,Loyal Customer,66,Business,Economy,147,5,0,1,1,2,0,2,5,1,4,3,1,Neutral or Dissatisfied
Male,Loyal Customer,42,Business,Economy Plus,1777,4,5,2,0,5,4,1,4,2,4,3,0,Neutral or Dissatisfied
Female,Disloyal Customer,66,Personal,Economy Plus,225,3,1,0,1,5,0,3,0,4,5,4,2,Satisfied
Male,Loyal Customer,56,Business,Business,2393,0,2,1,2,3,3,0,3,2,3,0,4,Neutral or Dissatisfied
Male,Disloyal Customer,42,Personal,Business,1818,0,5,2,2,5,2,4,5,4,5,5,1,Satisfied
Female,Disloyal Customer,67,Business,Business,3322,1,5,5,5,4,5,5,2,4,0,3,1,Neutral or Dissatisfied
Female,Disloyal Customer,57,Business,Economy,3317,0,4,4,1,0,5,1,1,1,1,3,3,Neutral or Dissatisfied
Female,Disloyal Customer,28,Business,Economy,2671,1,4,4,2,4,0,3,5,1,4,4,2,Satisfied
Female,Loyal Customer,19,Business,Business,951,0,5,0,4,0,2,5,2,4,2,1,3,Neutral or Dissatisfied
Female,Disloyal Customer,59,Business,Economy Plus,531,1,5,4,4,1,3,3,5,0,1,4,4,Satisfied
Male,Loyal Customer,50,Personal,Economy,2399,1,1,2,3,2,1,5,2,2,5,2,1,Neutral or Dissatisfied
Female,Loyal Customer,37,Personal,Economy Plus,1250,3,4,2,0,5,3,1,1,3,5,4,0,Satisfied
Female,Disloyal Customer,62,Personal,Business,1096,0,5,5,2,2,5,5,1,5,5,2,0,Satisfied
Male,Loyal Customer,49,Business,Business,2140,5,2,4,3,2,0,4,2,2,3,2,0,Neutral or Dissatisfied
Female,Loyal Customer,30,Business,Economy,1522,2,4,0,5,3,5,1,3,5,3,3,5,Neutral or Dissatisfied
Male,Loyal Customer,63,Personal,Business,4219,4,2,1,1,4,5,2,3,5,4,3,3,Neutral or Dissatisfied
Male,Loyal Customer,28,Business,Business,2199,3,4,0,2,4,2,0,1,4,5,2,3,Neutral or Dissatisfied
Male,Loyal Customer,23,Personal,Economy,1134,4,3,0,5,1,0,3,4,5,1,1,2,Neutral or Dissatisfied
Male,Loyal Customer,61,Personal,Economy,794,5,1,2,3,5,2,5,0,3,2,2,5,Satisfied
Female,Loyal Customer,69,Business,Business,4536,0,1,1,3,4,3,3,5,3,3,3,0,Satisfied
Female,Disloyal Customer,55,Business,Economy Plus,3287,3,4,5,4,0,5,0,5,4,5,0,5,Neutral or Dissatisfied
Male,Disloyal Customer,42,Personal,Economy,3547,0,3,5,4,0,1,2,4,5,2,0,4,Neutral or Dissatisfied
Male,Loyal Customer,38,Business,Economy,4695,5,0,5,4,1,5,4,3,4,0,4,4,Satisfied
Male,Disloyal Customer,55,Business,Economy Plus,2410,1,3,5,2,3,5,4,1,3,5,1,3,Satisfied
Female,Disloyal Customer,33,Business,Business,2470,4,4,2,1,0,4,5,5,4,3,4,1,Neutral or Dissatisfied
Female,Loyal Customer,37,Personal,Economy Plus,3519,1,0,2,4,0,0,5,5,0,1,2,1,Satisfied
Female,Loyal Customer,50,Personal,Economy Plus,4884,5,1,4,5,3,0,0,0,3,3,3,0,Satisfied
Female,Disloyal Customer,58,Business,Economy,4580,3,4,2,1,4,4,4,5,1,0,3,2,Satisfied
Male,Disloyal Customer,67,Personal,Economy Plus,489,3,4,1,2,1,5,2,0,5,5,4,0,Satisfied
Male,Loyal Customer,46,Personal,Business,1611,3,1,2,4,4,0,1,0,5,3,4,5,Neutral or Dissatisfied
Male,Disloyal Customer,58,Personal,Economy,4359,4,1,4,5,3,4,0,4,5,4,4,0,Neutral or Dissatisfied
Male,Disloyal Customer,29,Personal,Economy Plus,4005,0,3,4,4,5,2,4,0,5,2,5,0,Satisfied
Male,Loyal Customer,45,Personal,Economy Plus,4933,5,2,2,3,4,3,2,0,0,5,1,4,Neutral or Dissatisfied
Male,Disloyal Customer,40,Personal,Business,4438,5,2,3,3,1,1,3,2,4,2,3,4,Satisfied
Female,Disloyal Customer,36,Personal,Economy Plus,1046,3,4,2,5,5,0,5,4,4,0,1,3,Neutral or Dissatisfied
Male,Disloyal Customer,66,Personal,Economy,3481,3,5,3,3,0,5,3,0,5,3,3,0,Satisfied
Male,Disloyal Customer,45,Business,Business,366,1,2,5,2,2,4,3,0,3,3,1,2,Neutral or Dissatisfied
Male,Loyal Customer,26,Personal,Business,4118,3,4,3,0,4,2,0,3,3,5,4,1,Satisfied
Female,Loyal Customer,23,Business,Economy,3706,1,0,4,1,4,3,3,5,5,5,2,0,Neutral or Dissatisfied
Female,Loyal Customer,44,Business,Business,3243,2,5,3,0,2,0,2,2,2,2,5,2,Neutral or Dissatisfied
Female,Disloyal Customer,49,Personal,Business,2197,1,5,4,2,1,3,4,0,2,4,2,4,Neutral or Dissatisfied
Male,Loyal Customer,36,Business,Business,3163,1,5,2,4,0,5,1,5,0,2,0,3,Satisfied
Male,Loyal Customer,18,Business,Economy Plus,4811,4,2,2,3,5,4,5,2,4,4,1,1,Neutral or Dissatisfied
Female,Disloyal Customer,45,Personal,Economy,459,3,3,2,2,3,4,3,0,4,0,1,0,Satisfied
Male,Loyal Customer,22,Personal,Economy Plus,2188,5,1,5,1,5,4,5,3,1,2,5,4,Satisfied
Male,Loyal Customer,23,Business,Economy Plus,978,0,4,4,2,2,2,5,3,3,0,5,4,Neutral or Dissatisfied
Male,Loyal Customer,25,Business,Economy,324,2,3,0,2,1,3,5,0,0,0,4,2,Neutral or Dissatisfied
Female,Loyal Customer,42,Personal,Economy Plus,551,1,0,5,2,0,4,1,2,2,2,0,0,Satisfied
Female,Loyal Customer,48,Business,Economy Plus,407,4,5,1,2,4,4,0,3,2,2,5,3,Satisfied
Male,Loyal Customer,62,Business,Economy,160,1,4,1,3,4,3,1,3,3,5,4,5,Satisfied
Female,Loyal Customer,58,Business,Economy,363,4,0,5,1,5,5,4,1,3,0,4,1,Neutral or Dissatisfied
Female,Disloyal Customer,62,Business,Economy Plus,4397,0,0,1,5,4,2,3,3,1,3,4,4,Neutral or Dissatisfied
Female,Disloyal Customer,67,Personal,Business,4681,2,0,3,1,1,1,0,2,2,2,0,4,Neutral or Dissatisfied
Female,Loyal Customer,41,Personal,Economy Plus,3203,2,3,5,2,1,1,5,0,4,5,2,5,Satisfied
Male,Disloyal Customer,33,Personal,Business,3294,3,4,4,0,5,4,2,4,5,4,0,3,Neutral or Dissatisfied
Male,Loyal Customer,58,Business,Economy,642,1,4,2,1,0,0,5,5,3,5,4,3,Neutral or Dissatisfied
Male,Loyal Customer,20,Business,Economy,2079,5,4,2,4,0,3,2,2,3,5,5,5,Neutral or Dissatisfied
Female,Disloyal Customer,23,Personal,Business,4601,5,4,3,0,0,4,2,0,4,2,4,1,Satisfied
Male,Loyal Customer,57,Business,Business,2303,1,4,4,5,2,2,3,1,0,2,0,0,Neutral or Dissatisfied
Male,Disloyal Customer,36,Business,Economy Plus,386,0,1,1,3,3,3,1,3,1,1,0,2,Neutral or Dissatisfied
Male,Disloyal Customer,46,Personal,Business,3613,0,5,3,4,4,0,1,4,2,0,2,1,Neutral or Dissatisfied
Female,Loyal Customer,44,Personal,Economy Plus,1586,4,3,2,3,3,5,5,0,3,1,3,0,Neutral or Dissatisfied
Female,Disloyal Customer,21,Business,Economy,1023,1,4,5,1,0,2,0,3,5,5,3,1,Neutral or Dissatisfied
Female,Disloyal Customer,19,Personal,Business,4972,5,1,5,1,4,1,5,4,5,0,5,5,Neutral or Dissatisfied
Female,Disloyal Customer,42,Personal,Economy Plus,3150,1,5,4,5,5,1,2,4,5,4,2,3,Neutral or Dissatisfied
Female,Disloyal Customer,18,Business,Business,3828,0,5,5,0,3,5,4,1,4,0,1,5,Neutral or Dissatisfied
